yrmo,vendor,invoiceno,amount
2024-08-16,Key Capital Partners,FV240755,3175.0
2024-08-16,Level,2024070080,237.15
2024-08-16,Level,2024070081,442.85
2024-08-16,Libucki,202407SIMP,1761.75
2024-08-16,Magen (IDB),MAG2407USD/Simplex/8155,5325.0
2024-08-16,Magen (IDB),MAG2407USD/Simplex/8156,2500.0
2024-08-16,Marex,100410-202407,3461.5
2024-08-16,Mark IV,Simplex202407,6293.55
2024-08-16,MIAX Equities,H097 20240701 - 20240731,13400.0
2024-08-16,Nasdaq,0824MDD028114,91462.08
2024-08-16,Nasdaq,0824UTP536487,6397.51
2024-08-16,Nasdaq,0824BSX538115,1000.0
2024-08-16,Nasdaq,0824PSX538276,1000.0
2024-08-16,Nasdaq,0824NQX539054,176872.53
2024-08-16,Nomad,MAG2407USD/Simplex/8160,1600.0
2024-08-16,NYSE Market Data,819499529644MDS,14077.0
2024-08-16,NYSE Market Data,072029303125MDS,72400.0
2024-08-16,NYSE Tech Connectivity,068052800393NTC,128213.73
2024-08-16,OCC,397269,1000.0
2024-08-16,OCC,397289,3000.0
2024-08-16,OneChronos,00020-2024-07,3857.11
2024-08-16,OneChronos,00020-2024-07-s31,4022.05
2024-08-16,Oppenheimer,202407005510429,100.0
2024-08-16,OPRA,3120968,157.5
2024-08-16,OPRA,3121755,431.5
2024-08-16,OPRA,3124836,1200.0
2024-08-16,Penserra,PN2407SIMPLEX,7477.3
2024-08-16,Piper Sandler,SIMPLEX - GIVEUP_20240701,8274.0
2024-08-16,PureStream,INV790,1543.25
2024-08-16,Raymond James,C611-20240701-6150.1,7504.0
2024-08-16,Reputation Partners,254656,8618.7
2024-08-16,Rosenblatt Securities,RBLT-20019-2024-08-01,3623.28
2024-08-16,Seaport Global,7507,1078.0
2024-08-16,Seaport Global,OPT-10237-July-,300.0
2024-08-16,Shield,MAG2407USD/Simplex/8157,750.0
2024-08-16,Shield,MAG2407USD/Simplex/8161,62.5
2024-08-16,Sodexo,317540,2100.63
2024-08-16,Sodexo,317542,1161.85
2024-08-16,SRT Securities (stock),202407SIMPLEX,2405.01
2024-08-16,Stifel,078-20720,7086.0
2024-08-16,Sunrise,SNF-Jul-2024-000033,5465.0
2024-08-16,TradeZero,INV1725,400.0
2024-08-16,Tradition,TGS/NY/SIMP-CH/ELSTD/07/2024,15545.0
2024-08-16,Tullett Prebon,N2/37729U/ESO/0724,3639.0
2024-08-16,UBS (IDB),202407,7483.0
2024-08-16,United First Partners,072024,4482.0
2024-08-16,Virtu,13SETX001_2024731,1756.91
2024-08-16,Vision,MAG2407USD/Simplex/8159,295.0
2024-08-16,Wall St Access,WSASIMPLEX-SE1-0624,4087.4
2024-08-16,WallachBeth,143020724,2550.0
2024-08-16,WallachBeth,157680724,3150.0
2024-08-16,Wells Fargo,3717,1875.0
2024-08-16,Zayo,2024080008495,37521.85
2024-08-16,Zayo,2024080025292,14136.71
2024-08-16,Zayo,2024080041093,5658.47
2024-08-30,Baycrest (IDB),896-7-2024,8687.5
2024-08-30,Baycrest (IX),896-7-2024,101837.5
2024-08-30,Benesch,1047107,10231.5
2024-08-30,BofAS Concentration Account,658138,591.17
2024-08-30,BofAS Concentration Account,658907,138158.22
2024-08-30,Bridgeview (IDB),TGS/NY/SIMP-CH/BLSTD/07/2024,9897.5
2024-08-30,Bridgeview (IX),TGS/NY/SIMP-CH/BLSTD/07/2024,14080.0
2024-08-30,CDW,AA16K3G,83612.77
2024-08-30,CDW,AA2345B,81874.39
2024-08-30,Command Line Compliance,2319,1800.0
2024-08-30,Cowen,32325,500.0
2024-08-30,Crafty,G60798,8507.05
2024-08-30,Crown Castle,1630416,226.65
2024-08-30,Dash,INV202407281,53018.35
2024-08-30,Federal Reserve Bank of Chicago,2024308SEPTEMBER,90193.54
2024-08-30,Global Relay,SIN691940,600.0
2024-08-30,ICE Data,193645814603CHA,3710.0
2024-08-30,Instinet,E004TR2406,615145.0599999999
2024-08-30,Lakeshore Securities,0724-813758V,16297.5
2024-08-30,Leerink,035694,11625.0
2024-08-30,Magen (IDB),MAG2407USD/Simplex/8158,6814.0
2024-08-30,Magen (IX),MAG2407USD/Simplex/8158,16935.0
2024-08-30,Matrix Executions (Consolidator-WS),6220724-3,29562.63
2024-08-30,Matrix Executions (HT),6040724,31301.0
2024-08-30,Matrix Executions (QRX),6220724-4,33028.2
2024-08-30,Matrix Executions (Schaer),8140724,4771.55
2024-08-30,MEMX,MD0002238,7180.0
2024-08-30,Nomura (IDB),215043,2103.0
2024-08-30,PECO,658884,164.33
2024-08-30,Quest CE,57981,9785.0
2024-08-30,RFA Securities,202407SIMP,25926.0
2024-08-30,Sodexo,317544,3277.65
2024-08-30,Sodexo,317546,3115.02
2024-08-30,Sodexo,317548,2494.67
2024-08-30,SRT Securities (IDB),INV0046324,45.0
2024-08-30,SRT Securities (IX),INV0046324,27333.0
2024-08-30,TJM,PT301-202407,6460.0
2024-08-30,TJM,KC141-202407,14263.5
2024-08-30,TJM,WB067-202407,5874.5
2024-08-30,UBS Securities,UBSATS-ATSSMPX-0724,2342.33
2024-08-30,UBS Securities,UBSATS-ATSSIMP-0724,1361.49
2024-08-30,Virtu,1SETT001_07-2024,40506.31
2024-08-30,Wolverine (IDB),WEXQ-1240-JUL-2024,51.2
2024-08-30,Wolverine (IX),WEXQ-1240-JUL-2024,4853.0
2024-08-30,XFA (IX),XFA0005502,153.0
2024-08-30,XFA (IX),XFA0005400,65030.0
2024-08-30,XFA (IX),XFA0005483,14873.0
2024-08-30,Global Relay,SIN693517,47395.98
2024-08-30,Port53,12586,1950.0
2024-09-19,AlphaVantage,69B2C34C0016,4125.0
2024-09-19,Anova,9740,263403.52
2024-09-19,Axion,202408,1031.99
2024-09-19,Barclays,1683777,181.04
2024-09-19,BGC,BGC-Aug-2024-00001701,1825.0
2024-09-19,BGC,BGC-Aug-2024-00001815,250.0
2024-09-19,BGC (Mint),BGC-Aug-2024-00003057,937.0
2024-09-19,Bloomberg,5608397566,38375.0
2024-09-19,Bloomberg,5608393892,21000.95
2024-09-19,BMO,M_BMO_SMPLXTRD_SMPLXTRD_24Aug31_USD_01,1615.0
2024-09-19,BNP Paribas,BNPP_Aug_2024_023_00,1400.0
2024-09-19,BTIG,53965,750.0
2024-09-19,BTIG,54340,7665.0
2024-09-19,Built In,INV8837,13080.0
2024-09-19,Canaccord,Opt Simplex Trading LLC 202408,7460.0
2024-09-19,Cantor Fitzgerald,CFE-Aug-2024-000090,6499.5
2024-09-19,Casey Securities,202408D03S,400.0
2024-09-19,CBOE,SIMP0824-AE,1100.0
2024-09-19,CBOE,SIMP0824-XE,1100.0
2024-09-19,CBOE,SIMP0824-YE,1100.0
2024-09-19,CBOE,SIMP0824-ZE,1450.0
2024-09-19,CBOE,SIMP0824-MD,123685.06
2024-09-19,CBOE,SMPX0824-AE,43.6
2024-09-19,CBOE,SMPX0824-XE,70.85
2024-09-19,CBOE,SMPX0824-YE,43.6
2024-09-19,CBOE,SMPX0824-ZE,70.85
2024-09-19,CBOE,SMPX0824-MD,38785.64
2024-09-19,CBOE,SMPH0824-MD,38415.0
2024-09-19,CDW,AA41X6N,2723.11
2024-09-19,Citigroup Global Markets,SPLX202408,1484.02
2024-09-19,Cloud9,34276,4746.31
2024-09-19,CME (Holdings),CI-MD2257326,3870.0
2024-09-19,Cogency Global,101717645,97.0
2024-09-19,Cogent,082024,1639.64
2024-09-19,Command Line Compliance,2334,1500.0
2024-09-19,Cowen,32462,8736.0
2024-09-19,Crafty,G60936,7024.23
2024-09-19,Crown Castle,1653483,22677.6
2024-09-19,Dealerweb,924891,4800.0
2024-09-19,DevExperts,12803-MDD,2000.0
2024-09-19,Dow Jones,40175211,14394.24
2024-09-19,Equinix,100210595702,185287.54
2024-09-19,Evercore,202408,562.0
2024-09-19,FactSet,9KGH2409,2275.88
2024-09-19,FFC,202409,1105.0
2024-09-19,FOG Equities,202408SIMP,3717.05
2024-09-19,FOG Equities,202408SIMPABN,6140.5
2024-09-19,GFI,GFI-Aug-2024-00002108,14578.0
2024-09-19,Goldman Sachs,115560GSCO0824USD1,4697.54
2024-09-19,Greenhouse,INV129887,15193.32
2024-09-19,GuavaTech,1-27770,1299.56
2024-09-19,Guggenheim,EQOP2024-519,1590.0
2024-09-19,Hamilton,202408SIM,950.0
2024-09-19,Instinet,E004TR2407,649667.26
2024-09-19,Intelligent Cross,SIMP202409,2970.51
2024-09-19,Intelligent Cross,SMPX202409,3454.02
2024-09-19,Investors Exchange,INV92383,8000.0
2024-09-19,Investors Exchange,INV92331,3000.0
2024-09-19,JB Drax Honore (UK),USD082405506,88845.5
2024-09-19,JB Drax Honore (UK),USD082405505,72461.4
2024-09-19,JB Drax Honore (US),USD082405718,5250.0
2024-09-19,Jones Trading,0015314,1949.0
2024-09-19,Katten Muchin Rosenman,40223166,4095.5
2024-09-19,Katten Muchin Rosenman,40223167,26518.0
2024-09-19,Katten Muchin Rosenman,40223168,1701.0
2024-09-19,Katten Muchin Rosenman,40223711,31731.0
2024-09-19,Key Capital Partners,FV240878,2000.0
2024-09-19,Leerink,035869,2558.0
2024-09-19,Level,2024080083,288.51
2024-09-19,Level,2024080084,549.82
2024-09-19,Libucki,202408SIMP,1921.86
2024-09-19,Magen (IDB),MAG2408USD/Simplex/8693,3750.0
2024-09-19,Marex,810036-202407,4640.0
2024-09-19,Marex,100410-202408,12839.0
2024-09-19,Marex,810036-202408,5357.5
2024-09-19,Market Securities,202408,360.0
2024-09-19,Matrix Executions (Schaer),8140824,6129.64
2024-09-19,Miax Equities,H097 20240801 - 20240831,13400.0
2024-09-19,Nasdaq,0924UTP546364,6397.51
2024-09-19,Nasdaq,0924MDD029809,96071.0
2024-09-19,Nasdaq,0924PSX549393,1000.0
2024-09-19,Nasdaq,0924BSX545486,1000.0
2024-09-19,Nasdaq,0924NQX550171,176947.53
2024-09-19,Nomad,MAG2408USD/Simplex/8690,3650.0
2024-09-19,Nomad,MAG2408USD/Simplex/8695,375.0
2024-09-19,Nomura (IDB),215245,4546.0
2024-09-19,NYSE Market Data,819494833077MDS,14131.0
2024-09-19,NYSE Market Data,072024673362MDS,78400.0
2024-09-19,NYSE Tech Connectivity,068057497760NTC,129386.61
2024-09-19,OCC,399258,1000.0
2024-09-19,OCC,399284,1750.0
2024-09-19,Office Revolution,173762,2669.16
2024-09-19,OneChronos,00020-2024-08,4131.63
2024-09-19,OneChronos,00020-2024-08-s31,5844.49
2024-09-19,Oppenheimer,202408005510429,4305.0
2024-09-19,Oppenheimer,202408006950345,1830.0
2024-09-19,OPRA,3127227,157.5
2024-09-19,OPRA,3128011,431.5
2024-09-19,OPRA,3131055,600.0
2024-09-19,Oscar Gruss,14479,12285.5
2024-09-19,Oscar Gruss,14703,7236.5
2024-09-19,Oscar Gruss,15283,9402.5
2024-09-19,Penserra,PN2408SIMPLEX,9406.43
2024-09-19,PureStream,INV819,5853.05
2024-09-19,Raymond James,C611-20240801-6208.1,8343.0
2024-09-19,Reputation Partners,254687,8622.71
2024-09-19,RSM (Holdings),CI-10580138,21000.0
2024-09-19,Seaport Global,OPT-10237-August-Options_Trading,14385.5
2024-09-19,Seaport Global,OPT-10237-August-Options_Trading_HG,2850.0
2024-09-19,SingleStore,INUS06973,380555.26
2024-09-19,Smarsh,INV-210467,2621.11
2024-09-19,Sodexo,317563,2982.6
2024-09-19,Sodexo,317566,2478.8
2024-09-19,SRT Securities (stock),202408SIMPLEX,3069.93
2024-09-19,Stifel,078-20733,3825.0
2024-09-19,StoneX (KC),GV-1272,7500.0
2024-09-19,Sunrise,SNF-Aug-2024-000038,13429.0
2024-09-19,TradeZero,INV1800,667.5
2024-09-19,Tradition,TGS/NY/SIMP-CH/ELSTD/08/2024,27946.5
2024-09-19,Tullett Prebon,N2/37729U/ESO/0824,3307.5
2024-09-19,United First Partners,082024,3352.0
2024-09-19,Vertiv,13346408,1633.52
2024-09-19,Virtu,13SETX001_2024831,1635.94
2024-09-19,Virtu,1SETT001_08-2024,32510.09
2024-09-19,Vision,MAG2408USD/Simplex/8692,1000.0
2024-09-19,Wall St Access,WSASIMPLEX-SE1-0724,5657.9
2024-09-19,WallachBeth,161430824,375.0
2024-09-19,WallachBeth,157680824,1175.0
2024-09-19,WallachBeth,143020824,1025.0
2024-09-19,Wells Fargo,3745,7750.0
2024-09-19,XFA (IDB),XFA0005929,1250.0
2024-09-19,XP Investments,91724513,125.0
2024-09-19,Zayo,2024090008495,37521.85
2024-09-19,Zayo,2024090025292,14136.73
2024-09-19,Zayo,2024090041093,5658.49
2024-09-30,Barnes & Thornburg (Investments),3282353,41765.16
2024-09-30,Barnes & Thornburg (Investments),3313888,16649.0
2024-09-30,Baycrest (IDB),896-8-2024,10452.5
2024-09-30,Baycrest (IX),896-8-2024,86016.75
2024-09-30,Benesch,1051315,26641.5
2024-09-30,Bloomberg (ppd),5608417787,6365.52
2024-09-30,BofAS Concentration Account,663810,135798.05
2024-09-30,BofAS Concentration Account,202405,4950.0
2024-09-30,BofAS Concentration Account,202406,4950.0
2024-09-30,BofAS Concentration Account,202407,4950.0
2024-09-30,BofAS Concentration Account,202408,4400.0
2024-09-30,BofAS Concentration Account,663401,562.5
2024-09-30,BridgeView (IDB),TGS/NY/SIMP-CH/BLSTD/08/2024,13367.5
2024-09-30,BridgeView (IX),TGS/NY/SIMP-CH/BLSTD/08/2024,5794.0
2024-09-30,BSO Network,101/IN241151,2500.0
2024-09-30,Chapdelaine,CE/36293U/ESO/0824,375.0
2024-09-30,CIBC World Markets,CIBC202408,3125.0
2024-09-30,Crafty,G61398,9393.07
2024-09-30,Dash,INV202408083,69278.64
2024-09-30,Duane Street Capital,DSC202408,3000.0
2024-09-30,Dynamex,82544,3101.0
2024-09-30,Elix Derivatives (IDB),TGS/NY/SIMP-CH/ELIXD/08/2024,2635.0
2024-09-30,Elix Derivatives (IX),TGS/NY/SIMP-CH/ELIXD/08/2024,399.0
2024-09-30,Fast Market Options,2437,3000.0
2024-09-30,Federal Reserve Bank of Chicago,2024308OCTOBER,90529.95
2024-09-30,FTI Consulting,100100081807,51500.0
2024-09-30,GFI (IX - Aurel),GAR-Aug-2024-00001154,250.0
2024-09-30,GFI (IX),GFI-Aug-2024-00003537,2700.0
2024-09-30,ICAP,NE/36293U/ESO/0824,18547.25
2024-09-30,ICE Data,193649306974CHA,3710.0
2024-09-30,Instinet,E004TR2408,602134.32
2024-09-30,Interactive Brokers,58054,37943.63
2024-09-30,Jefferies,SIMP5-August-2024,21082.0
2024-09-30,Lakeshore Securities,0824-813758V,27764.0
2024-09-30,Magen (IDB),MAG2408USD/Simplex/8689,5245.0
2024-09-30,Magen (IX),MAG2408USD/Simplex/8689,7797.0
2024-09-30,Mark IV,Simplex202408,18436.35
2024-09-30,Matrix Executions (HT),6040824,34026.0
2024-09-30,Matrix Executions (QRX),6220824-4,36231.98
2024-09-30,MEMX,MD0002310,7180.0
2024-09-30,Piper Sandler,SIMPLEX - GIVEUP_20240801,4075.0
2024-09-30,RFA Securities,202408SIMP,22990.0
2024-09-30,Sanford Bernstein,SB202405,350.0
2024-09-30,Sanford Bernstein,SB202406,121.0
2024-09-30,Sanford Bernstein,SB202407,50.0
2024-09-30,Shield,MAG2408USD/Simplex/8694,2750.0
2024-09-30,Shield,MAG2408USD/Simplex/8691,4494.5
2024-09-30,Sodexo,317567,3339.61
2024-09-30,Sodexo,317568,3211.63
2024-09-30,SRT Securities (IDB),INV0046424,379.0
2024-09-30,SRT Securities (IX),INV0046424,33874.0
2024-09-30,Third Coast Productions,4373,620.61
2024-09-30,TJM,PT301-202408,18263.0
2024-09-30,TJM,WB067-202408,17071.5
2024-09-30,TJM,KC141-202408,13672.0
2024-09-30,TradeMas,2324,40.0
2024-09-30,UBS Securities,UBSATS-ATSSMPX-0824,2195.54
2024-09-30,UBS Securities,UBSATS-ATSSIMP-0824,1161.1
2024-09-30,Williams Barber & Morel,181138,82816.21
2024-09-30,Wolverine (IX),WEXQ-1240-AUG-2024,2962.0
2024-09-30,XFA (IX),XFA0005868,64960.5
2024-09-30,XFA (IX),XFA0005902,341.0
2024-09-30,XFA (IX),XFA0005866,13191.0
2024-10-23,Actant,20241001.USD. SIMPLEXT.20241001.01,2500.0
2024-10-23,Anova,9783,251970.02
2024-10-23,Axion,AX202409,990.91
2024-10-23,Barclays,2051670,313.6
2024-10-23,Benesch,1056454,2156.5
2024-10-23,BGC,BGC-Sep-2024-00001754,2262.5
2024-10-23,BGC,BGC-Sep-2024-00001873,250.0
2024-10-23,BGC (Mint),BGC-Sep-2024-00003126,1650.0
2024-10-23,Bloomberg,5608461426,20356.14
2024-10-23,Bloomberg,5608464667,38375.0
2024-10-23,Bloomberg,5608443063,1372.2
2024-10-23,Bloomberg (ppd),5608443066,21729.15
2024-10-23,BMO,M_BMO_SMPLXTRD_SMPLXTRD_24Sep30_USD_01,2260.0
2024-10-23,BNP Paribas,BNPP_Sep_2024_020_00,5675.0
2024-10-23,BTIG,54730,8515.0
2024-10-23,Canaccord,Opt Simplex Trading LLC 202409,3075.0
2024-10-23,Cantor Fitzgerald,CFE-Sep-2024-000094,6802.5
2024-10-23,CBOE,SIMP0924a-ZE,1650.0
2024-10-23,CBOE,SIMP0924a-XE,1100.0
2024-10-23,CBOE,SIMP0924a-YE,1100.0
2024-10-23,CBOE,SIMP0924a-AE,1100.0
2024-10-23,CBOE,SMPX0924a-ZE,70.85
2024-10-23,CBOE,SMPX0924a-XE,70.85
2024-10-23,CBOE,SMPX0924a-YE,43.6
2024-10-23,CBOE,SMPX0924a-AE,43.6
2024-10-23,CBOE,SIMP0924-MD,123685.06
2024-10-23,CBOE,SMPX0924-MD,38785.64
2024-10-23,CDW Direct,AA8KD6F,58922.76
2024-10-23,CDW Direct,AA8YF4X,2686.02
2024-10-23,Chapdelaine,CE/36293U/ESO/0924,3100.0
2024-10-23,CIBC World Markets,CIBC202409,2658.0
2024-10-23,Cloud9,35588,4746.31
2024-10-23,CME (Holdings),CI-MD2275523,3870.0
2024-10-23,CME (Trading) Lester Crockett,CI-00160684,15.0
2024-10-23,Cogent,CO202409,3279.28
2024-10-23,Command Line Compliance,2352,2250.0
2024-10-23,Cowen,32935,9906.0
2024-10-23,Crafty,G61534,8092.89
2024-10-23,Crown Castle,1672246,22737.29
2024-10-23,Dealerweb,945251,14000.0
2024-10-23,DevExperts,13018-MDD,2100.0
2024-10-23,Dow Jones,40175582,14394.24
2024-10-23,Equinix,100210605597,181149.29
2024-10-23,Evercore,EV202409,4519.5
2024-10-23,FactSet,9KGH2410,2275.88
2024-10-23,Fast Market Options,2427,1600.0
2024-10-23,Fast Market Options,2449,6615.0
2024-10-23,FFC,FFC202409,1152.0
2024-10-23,FOG Equities,FOG202409SIMP,2785.95
2024-10-23,FOG Equities,202409SIMPABN,6743.31
2024-10-23,GuavaTech,1-27897,1302.34
2024-10-23,Guggenheim,EQOP2024-583,7994.0
2024-10-23,Hamilton,202409SIM,950.0
2024-10-23,Hamilton Barnes,4788,39000.0
2024-10-23,ICAP,NE/36293U/ESO/0924,19161.25
2024-10-23,ICE Data,193647138323CHA,3710.0
2024-10-23,Intelligent Cross,SIMP202410,2625.42
2024-10-23,Intelligent Cross,SMPX202410,3094.12
2024-10-23,Interactive Brokers,57931,736049.15
2024-10-23,Interactive Brokers,58362,8186.3
2024-10-23,Investors Exchange,INV92602,3000.0
2024-10-23,Investors Exchange,INV92668,8000.0
2024-10-23,Jefferies,SIMP5-September-2024,14267.0
2024-10-23,Katten Muchin Rosenman,40230826,19349.5
2024-10-23,Katten Muchin Rosenman,40230825,76480.0
2024-10-23,Katten Muchin Rosenman,40230867,9001.0
2024-10-23,Katten Muchin Rosenman,40230827,13270.48
2024-10-23,Katten Muchin Rosenman,40229690,607.5
2024-10-23,Katten Muchin Rosenman,40229291,954.33
2024-10-23,Katten Muchin Rosenman,40224033,381.33
2024-10-23,Key Capital Partners,FV241051,3000.0
2024-10-23,Lazare Printing Co.,106834,221.93
2024-10-23,Lazare Printing Co.,106835,221.93
2024-10-23,Level,2024090082,1916.42
2024-10-23,Level,2024090081,1780.71
2024-10-23,Libucki,202409SIMP,1389.52
2024-10-23,Marex,100410-202409,11497.5
2024-10-23,Marex,810036-202409,3475.0
2024-10-23,McKay Brothers LLC,MBU/2024/1016,3198.75
2024-10-23,Miax Equities,H097 20240901 - 20240930,13400.0
2024-10-23,Nasdaq,1024UTP557712,6397.51
2024-10-23,Nasdaq,1024MDD031510,99321.0
2024-10-23,Nasdaq,1024NQX559285,176874.43
2024-10-23,Nasdaq,1024PSX558326,1000.0
2024-10-23,Nasdaq,1024BSX558483,1000.0
2024-10-23,Nomad,MAG2409USD/Simplex/9332,637.5
2024-10-23,Nomad,MAG2409USD/Simplex/9336,1500.0
2024-10-23,Nomura (IDB),215445,3794.0
2024-10-23,NYSE Market Data,072028818726MDS,76400.0
2024-10-23,NYSE Market Data,819498965265MDS,14154.0
2024-10-23,OCC,403251,1750.0
2024-10-23,OCC,403269,1000.0
2024-10-23,OneChronos,00020-2024-09,4108.23
2024-10-23,OneChronos,00020-2024-09-S31,5249.96
2024-10-23,Oppenheimer,202409005510429,2250.0
2024-10-23,Oppenheimer,202409006950345,500.0
2024-10-23,OPRA,3133555,157.5
2024-10-23,OPRA,3134360,1631.5
2024-10-23,OPRA,3137403,600.0
2024-10-23,"Patzik, Frank & Samotny",210969,288.0
2024-10-23,Penserra,PN2409SIMPLEX,7441.6
2024-10-23,PureStream,INV829,6832.71
2024-10-23,Raymond James,C611-20240901-6249.1,13779.0
2024-10-23,Refinitiv,902044531,46620.0
2024-10-23,Reputation Partners,254732,8320.0
2024-10-23,Rosenblatt Securities,A0037241001,3258.64
2024-10-23,Seaport Global,OPT-10237-September-Options_Trading,21235.0
2024-10-23,Seaport Global,OPT-10237-September-Options_Trading_HG,3000.0
2024-10-23,Security Traders Association of Chicago,200000728,2750.0
2024-10-23,Shield,MAG2409USD/Simplex/9330,6000.0
2024-10-23,Shield,MAG2409USD/Simplex/9334,6300.0
2024-10-23,Smarsh,INV-216830,4448.51
2024-10-23,SocGen (Options),SG202409,340.0
2024-10-23,Sodexo,317581,3272.26
2024-10-23,Sodexo,317583,597.61
2024-10-23,Sodexo,317586,2555.96
2024-10-23,SRT Securities (stock),202409SIMPLEX,2092.14
2024-10-23,SRT Securities (stock),202409SIMPLEX,82.03
2024-10-23,Stifel,078-20768,3180.0
2024-10-23,TradeMas,TradeMas202408,40.0
2024-10-23,TradeZero,INV1878,512.5
2024-10-23,Tradition,TGS/NY/SIMP-CH/ELSTD/09/2024,20102.5
2024-10-23,Tullett Prebon,N2/37729U/ESO/0924,5661.25
2024-10-23,UBS (IDB),UBS202409,12550.0
2024-10-23,Virtu,13SETX001_2024930,1354.36
2024-10-23,Vision,MAG2409USD/Simplex/9333,550.0
2024-10-23,Wall St Access,WSASIMPLEX-SE1-0824,5217.05
2024-10-23,Williams Barber & Morel,181204,135269.53
2024-10-23,XFA (IDB),XFA0006014,51.0
2024-10-23,XP Investments,91729761,150.0
2024-10-23,Zayo,2024100025292,14136.73
2024-10-23,Zayo,2024100041093,5717.5
2024-10-23,Zayo (ppd),2024100008495,37772.12
2024-10-31,Barnes & Thornburg (Holdings),3324970,66.0
2024-10-31,Barnes & Thornburg (Investments),3324972,1404.0
2024-10-31,Baycrest (IDB),896-9-2024,8550.0
2024-10-31,Baycrest (IX),896-9-2024,78718.5
2024-10-31,BofA Ports,BofAPorts202409,4400.0
2024-10-31,BofAS Concentration Account,668128,409.92
2024-10-31,BridgeView (IDB),TGS/NY/SIMP-CH/BLSTD/09/2024,5582.0
2024-10-31,BridgeView (IX),TGS/NY/SIMP-CH/BLSTD/09/2024,6704.0
2024-10-31,CBOE,SIMH0924-MD,200.0
2024-10-31,CDW Direct,QX88924,133.69
2024-10-31,Citigroup Global Markets,SPLX202409,1397.95
2024-10-31,Crafty,G61992,8892.0
2024-10-31,Dash,INV202409611,660.0
2024-10-31,Dash,INV202409159,80866.83
2024-10-31,Federal Reserve Bank of Chicago,2024308NOVEMBER,90438.08
2024-10-31,FOG Equities,FOG202409SIMP-CAT,71.49
2024-10-31,FOG Equities,202409SIMPABN-CAT,339.56
2024-10-31,FTI Consulting,100100085439,34313.75
2024-10-31,Goldman Sachs,115560GSCO0924USD1,2404.54
2024-10-31,Hamilton,202409SIM,6.67
2024-10-31,Hamilton,202409SIM-CAT,6.67
2024-10-31,Immediate Service Solutions,27990,332.5
2024-10-31,Instinet,E004TR2409,585290.54
2024-10-31,Interactive Brokers,58349,848235.08
2024-10-31,Iron Mountain,202886477,644.0
2024-10-31,Iron Mountain,202909079,591.06
2024-10-31,Iron Mountain,202894645,536.86
2024-10-31,JB Drax Honore (UK),USD092406576,57177.0
2024-10-31,JB Drax Honore (UK),USD092406047,4617.0
2024-10-31,Jefferies,SIMP5-AUGUST-REST-OF-TRADES,2887.0
2024-10-31,Jones Trading,0015408,905.0
2024-10-31,Lakeshore Securities,0924-813758V,33470.5
2024-10-31,Leerink,036088,7672.0
2024-10-31,Magen (IDB),MAG2409USD/Simplex/9331,3871.0
2024-10-31,Magen (IDB),MAG2409USD/Simplex/9335,6100.0
2024-10-31,Magen (IX),MAG2409USD/Simplex/9331,1384.5
2024-10-31,Mark IV,Simplex202409,10887.9
2024-10-31,Matrix Executions (Consolidator-WS),6220924-3,35588.02
2024-10-31,Matrix Executions (Schaer),8140924,4304.86
2024-10-31,MEMX,MD0002384,7180.0
2024-10-31,Nomura (IDB),215445,3794.0
2024-10-31,NYSE Tech Connectivity,068057636257NTC,128107.1
2024-10-31,O'Connor Designs,SM105,650.0
2024-10-31,Office Revolution,123844,180.01
2024-10-31,Piper Sandler (IDB),SIMPLEX - GIVEUP_20240901,3855.0
2024-10-31,Piper Sandler (IX),SIMPLEX - GIVEUP_20240901,200.0
2024-10-31,Port53,Sales Tax,199.89
2024-10-31,Quincy Data,QDU/2024/0801,64227.7
2024-10-31,RFA Securities,RFA202409SIMP-CAT,41.62
2024-10-31,RFA Securities,RFA202409SIMP,11908.0
2024-10-31,Silvertide,240624010,3660.0
2024-10-31,Silvertide,240724012,1159.0
2024-10-31,Silvertide,240824013,13500.0
2024-10-31,Silvertide,240924014,12019.0
2024-10-31,Sodexo,317591,2736.02
2024-10-31,Sodexo,317593,2811.07
2024-10-31,Sodexo,317597,3253.27
2024-10-31,SRT Securities (IDB),INV0046501,95.0
2024-10-31,SRT Securities (IX),INV0046501,25725.0
2024-10-31,StoneX (FL),DAL-SIMPLE0924,3932.0
2024-10-31,Symphony,35801,6000.0
2024-10-31,The Benefit Practice,68439,4925.0
2024-10-31,Third Coast Productions,4377,6831.0
2024-10-31,Third Coast Productions,4378,7171.0
2024-10-31,TJM,WB067-202409,12781.0
2024-10-31,TJM,PT301-202409,33374.0
2024-10-31,TJM,KC141-202409,28817.0
2024-10-31,TradeMas,2363,75.0
2024-10-31,UBS Securities,UBSATS-ATSSIMP-0424-TAF,137.17
2024-10-31,UBS Securities,UBSATS-ATSSMPX-0424-TAF,283.39
2024-10-31,Virtu,1SETT001_09-2024,26187.05
2024-10-31,Walkers,01228592,3829.14
2024-10-31,Walkers,01228593,3455.97
2024-10-31,Wall St Access,WSASIMPLEX-SE1-0924,7401.65
2024-10-31,Wolverine (IX),WEXQ-1240-SEP-2024,2363.24
2024-10-31,XFA (IX),XFA0006098,1000.0
2024-10-31,XFA (IX),XFA0006133,16055.5
2024-10-31,XFA (IX),XFA0006179,69103.0
2024-11-15,Actant,20241002.USD. SIMPLEXT.20241002.01,2500.0
2024-11-15,Anova,9823,251970.02
2024-11-15,Axion,AX202410,1331.56
2024-11-15,Barclays,2353494,389.73
